raw_ID,unique_hunter_ID,data_type,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,duree,mois,periode_chasse,base_chasse,detail_base_chasse,distance_lieu_chasse_hr,type_chasse,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,depenses_nourritoure,depenses_transport,depenses_utiles_chasse,depenses_location,depenses_cartuches,nombre_personnes,nombre_membre_famille,nombre_amis,nombre_personnes_inconnues,especes_cible,detail_especes_cible,estiamtion_succes_chasse,autres_activites,detail_autres_activites,succes_chasse_opinion,especes_chassees,detail_especes_chasses,Nbr_Canivores,Nbr_pangolin,Nbr_Reptiles,Nbr_small_ungulates,Nbr_average_ungulates,Nbr_large_ungulates,Nbr_primates,Nbr_hogs,Nbr_rodent,Nbr_bird,Nbr_autres,Nbr_Tot_Ani,Kg_Canivores,Kg_pangolin,Kg_Reptiles,Kg_small_ungulates,Kg_average_ungulates,Kg_large_ungulates,Kg_primates,Kg_hogs,kg_rodent,Kg_bird,Kg_autres,Kg_Tot_Ani,CPUE_animal_duree,CPUE_kg_all_duree,CPUE_ungulates,CPUE_small_ungulates,CPUE_average_ungulates,CPUE_large_ungulates,CPUE_hogs,CPUE_primates,CPUE_rodent,CPUE_Reptiles,CPUE_autres
987,2_12,PF,bbj,2,protestant,secondaire,0,24,0.566,2,6,les_deux,,Lonya,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,petitsongules,cephalophe_bleu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,0.5,1.506982968,3.013965937,1.506982968,0,0,0,0,0,0,0
988,2_3,PF,ekb,2,autre,primaire,1,31,0.354,1,6,jour,,Lokumo,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,2_12,PF,bbj,2,protestant,secondaire,0,24,0.566,3,6,les_deux,,Lonya,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,petitsongules,cephalophe_bleu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,0.333333333,1.004655312,3.013965937,1.004655312,0,0,0,0,0,0,0
990,2_1,PF,iip,2,autre,secondaire,0,18,0.354,1,6,jour,,Kwaala,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
991,2_2,PF,bph,2,catholique,secondaire,1,15,0.354,1,6,jour,,Inkondji,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
992,2_22,PF,kkm,2,protestant,secondaire,0,14,0.354,1,6,nuit,,Lokokoloko,,individuelle,fusil,arc&fleches_machette fusil,,,,,,,,,,,,,autre,tout,,,,,petitsongules,cephalophe_bleu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,1,3.013965937,3.013965937,3.013965937,0,0,0,0,0,0,0
993,2_12,PF,bkj,2,autre,primaire,1,25,0.354,5,6,les_deux,,Bempoto,,collective,fusil,arc&fleches_machette fusil,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,2_1,PF,iip,2,autre,secondaire,0,18,0.354,1,6,nuit,,Kwaala,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
995,2_1,PF,ibm,2,autre,secondaire,0,18,0.354,1,6,nuit,,Kwaala,,individuelle,arc&fleches,machette_arc&fleches,,,,,,,,,,,,,autre,tout,,,,,rongeurs,ecureil_inconnu,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
996,2_2,PF,bph,2,catholique,secondaire,1,15,0.354,1,6,nuit,,Inkondji,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
997,2_3,PF,ekb,2,autre,primaire,1,31,0.354,1,6,nuit,,Lokumo,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,2_25,PF,ibw,2,protestant,secondaire,1,40,0.354,1,6,les_deux,,Inkondji,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,autre,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.19565217,1.19565217,1,1.19565217,0,0,0,0,0,0,0,0,1.19565217
999,2_3,PF,lbc,2,protestant,secondaire,1,40,0.354,1,6,jour,,Kwaala,,collective,chiens,arc&fleches_chien machette,,,,,,,,,,,,,autre,tout,,,,,ongulesmoyens,cephalophe_bai,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,1,10.679967,10.679967,0,10.679967,0,0,0,0,0,0
1000,2_25,PF,ebs,2,protestant,secondaire,1,40,0.354,1,6,jour,,Benenge,,individuelle,arc&fleches,machette_arc&fleches,,,,,,,,,,,,,autre,tout,,,,,,autre,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.19565217,1.19565217,1,1.19565217,0,0,0,0,0,0,0,0,1.19565217
1001,2_6,PF,bks,2,autre,secondaire,0,20,0.354,1,6,les_deux,,Epemampumu ,,individuelle,fusil,machette_fusil,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,2_6,PF,bks,2,autre,secondaire,0,20,0.354,1,6,les_deux,,Epemampumu,,individuelle,fusil,machette_fusil,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,2_4,PF,klj,2,protestant,secondaire,0,17,0.354,1,6,nuit,,Yele,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,2_12,PF,bkj,2,autre,primaire,1,25,0.354,5,6,les_deux,,Lonya,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,,PF,kii,2,,,,,,4,6,les_deux,,Lonya,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,petitsongules,cephalophe_bleu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,0.25,0.753491484,3.013965937,0.753491484,0,0,0,0,0,0,0
1006,2_7,PF,kbm,2,protestant,secondaire,0,10,0.566,3,6,les_deux,,Lopale,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,0.333333333,0.664289693,0,0,0,0,0,0,0.664289693,0,0
1007,,PF,iyb,2,,,,,,6,6,les_deux,,Bempoto,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,petitsongules,cephalophe_bleu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,0.166666667,0.502327656,3.013965937,0.502327656,0,0,0,0,0,0,0
1008,2_8,PF,kbh,2,autre,secondaire,0,15,0.566,1,6,jour,,Nkangate,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,2_4,PF,klj,2,protestant,secondaire,0,17,0.354,1,6,nuit,,Yele,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,,PF,ike,2,,,,,,1,6,nuit,,Benenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,ongulesmoyens,mbengele,,,,,,autre,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.19565217,1.19565217,1,1.19565217,0,0,0,0,0,0,0,0,1.19565217
1011,,PF,ike,2,,,,,,1,6,nuit,,Benenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,autre,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.19565217,1.19565217,1,1.19565217,0,0,0,0,0,0,0,0,1.19565217
1012,2_16,PF,kkz,2,protestant,secondaire,0,15,0.354,1,6,nuit,,Benenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,ongulesmoyens,cephalophe_de_weyns,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,1,10.679967,10.679967,0,10.679967,0,0,0,0,0,0
1013,2_16,PF,kkz,2,protestant,secondaire,0,15,0.354,1,6,nuit,,Benenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,ongulesmoyens,cephalophe_de_weyns,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,1,10.679967,10.679967,0,10.679967,0,0,0,0,0,0
1014,,PF,kll,2,,,,,,7,6,les_deux,,Epemampumu ,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,2_17,PF,bbd,2,autre,aucune,1,25,0.354,3,6,les_deux,,Ilongo,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,2_18,PF,klt,2,protestant,secondaire,1,21,0.354,1,6,les_deux,,Banenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,,PF,ike,2,,,,,,1,6,nuit,,Banenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
1018,,PF,ike,2,,,,,,1,6,nuit,,Benenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
1019,2_10,PF,bbf,2,autre,secondaire,0,15,0.354,2,6,les_deux,,Epemampumu,,collective,fusil,arc&fleches_machette fusil,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,2_18,PF,lkt,2,protestant,secondaire,1,21,0.354,2,6,les_deux,,Benenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,,PF,bkc,2,,,,,,1,6,jour,,Lonya,,individuelle,fusil,fusil_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,2_17,PF,bbd,2,autre,aucune,1,25,0.354,3,6,les_deux,,Ilongo,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,2_18,PF,lkt,2,protestant,secondaire,1,21,0.354,1,6,les_deux,,Benenge,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,sangliers,potamochere,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.09350649,0,0,0,19.09350649,1,19.09350649,19.09350649,0,0,0,19.09350649,0,0,0,0
1024,,PF,bkc,2,,,,,,1,6,jour,,Lonya,,individuelle,fusil,fusil_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,2_3,PF,lbc,2,protestant,secondaire,1,40,0.354,1,6,nuit,,Elongangolo,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,grandsongules,cephalophe_dos_jaune,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24.345,0,0,0,0,0,24.345,1,24.345,24.345,0,0,24.345,0,0,0,0,0
1026,2_3,PF,lbc,2,protestant,secondaire,1,40,0.354,1,6,nuit,,Ilongangolo,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,grandsongules,cephalophe_dos_jaune,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24.345,0,0,0,0,0,24.345,1,24.345,24.345,0,0,24.345,0,0,0,0,0
1027,6_18,PF,elbe,6,protestant,secondaire,0,25,0.566,7,5,,,Bolondo,,collective,pieges,piege_machette arc&fleches,,,210,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,6_20,PF,kbb,6,protestant,primaire,0,10,0.354,2,6,,,Nsadika ,,collective,pieges,piege_arc&fleches machette,,,122,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,6_20,PF,kbb,6,protestant,primaire,0,10,0.354,2,6,,,Nsadiya ,,collective,pieges,piege_arc&fleches machette,,,122,,,,,,,,,,ongulesmoyens,mbengele,,,,,grandsongules,cephalophe_dos_jaune,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24.345,0,0,0,0,0,24.345,0.5,12.1725,24.345,0,0,12.1725,0,0,0,0,0
1030,6_10,PF,bkm,6,protestant,secondaire,0,36,0.566,1,6,,,Tompokia,,individuelle,pieges,piege_fusil,,,33,,,,,,,,,,autre,tout,,,,,rongeurs,ecureil_inconnu,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
1031,2_2,PF,bpho,2,catholique,secondaire,1,15,0.354,2,6,jour,,Ikondji,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,2_10,PF,bbf,2,autre,secondaire,0,15,0.354,4,6,jour,,Epemapumu,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,2_3,PF,ekb,2,autre,primaire,1,31,0.354,2,6,les_deux,,Lokumu ,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,ongulesmoyens,cephalophe_de_weyns,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,0.5,5.3399835,10.679967,0,5.3399835,0,0,0,0,0,0
1034,2_3,PF,ekb,2,autre,primaire,1,31,0.354,2,6,les_deux,,Lokumu,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,2_2,PF,bpho,2,catholique,secondaire,1,15,0.354,2,6,les_deux,,Ikondji,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,0.5,0.99643454,0,0,0,0,0,0,0.99643454,0,0
1036,2_12,PF,bbj,2,protestant,secondaire,0,24,0.566,3,6,les_deux,,Lonya,,collective,fusil,arc&fleches_machette fusil,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,0.333333333,0.664289693,0,0,0,0,0,0,0.664289693,0,0
1037,2_12,PF,bbj,2,protestant,secondaire,0,24,0.566,3,6,les_deux,,Lonya,,collective,fusil,fusil_machette arc&fleches,,,,,,,,,,,,,autre,tout,,,,,singes,colobe_bai_de_thollon,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.6367509,0,0,0,0,4.6367509,0.333333333,1.545583633,0,0,0,0,0,1.545583633,0,0,0
1038,2_17,PF,bbd,2,autre,aucune,1,25,0.354,3,6,les_deux,,Ilongo,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,2_12,PF,bkj,2,autre,primaire,1,25,0.354,5,6,les_deux,,Lonya,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,2_27,PF,imk,2,catholique,primaire,0,20,0.354,4,6,jour,,Epemampumu,,collective,chiens,chien_arc&fleches machette,,,,,,,,,,,,,autre,tout,,,,,ongulesmoyens,cephalophe_de_weyns,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,0.25,2.66999175,10.679967,0,2.66999175,0,0,0,0,0,0
1041,2_13,PF,epr,2,protestant,secondaire,0,8,0.354,3,6,les_deux,,Bempoto,,collective,arc&fleches,machette_arc&fleches,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,2_20,PF,lne,2,protestant,secondaire,0,25,0.354,1,6,jour,,Kongongo,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,ongulesmoyens,cephalophe_de_weyns,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,1,10.679967,10.679967,0,10.679967,0,0,0,0,0,0
1043,2_20,PF,lne,2,protestant,secondaire,0,25,0.354,1,6,jour,,Kangongo,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,ongulesmoyens,cephalophe_de_weyns,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,1,10.679967,10.679967,0,10.679967,0,0,0,0,0,0
1044,2_25,PF,ibw,2,protestant,secondaire,1,40,0.354,1,6,jour,,Bamende,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
1045,2_8,PF,kbhi,2,autre,secondaire,0,15,0.566,1,6,jour,,Nkangate,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,2_3,PF,ekb,2,autre,primaire,1,31,0.354,2,6,jour,,Lokumu,,individuelle,pieges,arc&fleches_machette fusil piege,,,40,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,2_18,PF,lkt,2,protestant,secondaire,1,21,0.354,1,6,jour,,Baenge,,individuelle,fusil,arc&fleches_machette fusil,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,,PF,kbc,2,,,,,,7,6,les_deux,,Bonkasa,,collective,fusil,fusil_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,2_19,PF,kid,2,autre,aucune,0,40,0.354,1,6,jour,,NKOSO,,individuelle,arc&fleches,machette_arc&fleches autre,,,,,,,,,,,,,autre,tout,,,,,petitsongules,cephalophe_bleu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,1,3.013965937,3.013965937,3.013965937,0,0,0,0,0,0,0
1050,2_18,PF,lkt,2,protestant,secondaire,1,21,0.354,1,6,jour,,Baenge,,individuelle,fusil,arc&fleches_machette fusil,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,2_8,PF,kbhi,2,autre,secondaire,0,15,0.566,1,6,jour,,Nkangate ,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,2_25,PF,ibw,2,protestant,secondaire,1,40,0.354,1,6,jour,,Bamende,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
1053,2_10,PF,bbf,2,autre,secondaire,0,15,0.354,7,6,jour,,Epemampumu,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,2_4,PF,klj,2,protestant,secondaire,0,17,0.354,1,6,les_deux,,Bampoto,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,,PF,bbhi,2,,,,,,1,6,les_deux,,Lomena,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,2_8,PF,kbhi,2,autre,secondaire,0,15,0.566,1,6,jour,,Nkangate ,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,2_12,PF,bkj,2,autre,primaire,1,25,0.354,2,6,les_deux,,Lonya ,,collective,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,singes,colobe_bai_de_thollon,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.6367509,0,0,0,0,4.6367509,0.5,2.31837545,0,0,0,0,0,2.31837545,0,0,0
1058,,PF,bkc,2,,,,,,1,6,jour,,Nkangate,,collective,fusil,machette_fusil,,,,,,,,,,,,,autre,tout,,,,,,autre,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.19565217,1.19565217,1,1.19565217,0,0,0,0,0,0,0,0,1.19565217
1059,,PF,bkc,2,,,,,,1,6,jour,,Nkangate ,,collective,fusil,fusil_machette,,,,,,,,,,,,,singes ongulesmoyens,ngila nkulupa,,,,,,autre,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.19565217,1.19565217,1,1.19565217,0,0,0,0,0,0,0,0,1.19565217
1060,2_2,PF,bpho,2,catholique,secondaire,1,15,0.354,1,6,jour,,Inkondji ,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,2_2,PF,bpho,2,catholique,secondaire,1,15,0.354,1,6,jour,,Inkondji,,individuelle,arc&fleches,arc&fleches_machette,,,,,,,,,,,,,autre,tout,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,2_7,PF,kbm,2,protestant,secondaire,0,10,0.566,1,6,jour,,Lopale ,,individuelle,pieges,piege_machette,,,80,,,,,,,,,,autre,tout,,,,,rongeurs,rat de gambie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.99286908,0,0,1.99286908,1,1.99286908,0,0,0,0,0,0,1.99286908,0,0
